Sentence #;Sentence;POS;Tag
Sentence: 67;Tim Harcourt , the chief economist of the Australian Trade Commission , says ABAC plays an important role by informing governments where there are problems .;['NNP', 'NNP', ',', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', ',', 'VBZ', 'NNP', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'VBG', 'NNS', 'WRB', 'EX', 'VBP', 'NNS', '.'];['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Sentence: 68;""" The most important thing the business groups can do is to tell the governments where there are logjams , where there are obstacles , where things can improve , "" Harcourt said .";['``', 'DT', 'RBS', 'JJ', 'NN', 'DT', 'NN', 'NNS', 'MD', 'VB', 'VBZ', 'TO', 'VB', 'DT', 'NNS', 'WRB', 'EX', 'VBP', 'NNS', ',', 'WRB', 'EX', 'VBP', 'NNS', ',', 'WRB', 'NNS', 'MD', 'VB', ',', '``', 'NNP', 'VBD', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'O', 'O']
Sentence: 69;""" I think actually ABAC has played a pretty good leadership on that in talking about trade facilitation and basically making sure standards are consistent and harmonious across the region . """;['``', 'PRP', 'VBP', 'RB', 'NNP', 'VBZ', 'VBN', 'DT', 'RB', 'JJ', 'NN', 'IN', 'DT', 'IN', 'VBG', 'IN', 'NN', 'NN', 'CC', 'RB', 'VBG', 'JJ', 'NNS', 'VBP', 'JJ', 'CC', 'JJ', 'IN', 'DT', 'NN', '.', '``'];['O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Sentence: 70;ABAC comprises up to three members of the private sector of each of the 21 economies that make up APEC .;['NNP', 'VBZ', 'RP', 'TO', 'CD', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'IN', 'DT', 'CD', 'NNS', 'WDT', 'VBP', 'RP', 'NNP', '.'];['B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O']
Sentence: 71;It meets three times a year .;['PRP', 'VBZ', 'CD', 'NNS', 'DT', 'NN', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O']
Sentence: 72;It was made a permanent body in 1995 to provide an independent business perspective within APEC .;['PRP', 'VBD', 'VBN', 'DT', 'JJ', 'NN', 'IN', 'CD', 'TO', 'VB', 'DT', 'JJ', 'NN', 'NN', 'IN', 'NNP', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O']
Sentence: 73;Members represent a range of business sectors , including medium and small businesses .;['NNS', 'VBP', 'DT', 'NN', 'IN', 'NN', 'NNS', ',', 'VBG', 'JJ', 'CC', 'JJ', 'NNS', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Sentence: 74;ABAC says there is a need for businesses to improve energy efficiency and to encourage conservation practices , and is expected to include this in its annual report .;['NNP', 'VBZ', 'EX', 'VBZ', 'DT', 'NN', 'IN', 'NNS', 'TO', 'VB', 'NN', 'NN', 'CC', 'TO', 'VB', 'NN', 'NNS', ',', 'CC', 'VBZ', 'VBN', 'TO', 'VB', 'DT', 'IN', 'PRP$', 'JJ', 'NN', '.'];['B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Sentence: 75;Harcourt , of the Australian Trade Commission , says the ABAC report will also discuss ways to enhance regional cooperation .;['NNP', ',', 'IN', 'DT', 'NNP', 'NNP', 'NNP', ',', 'VBZ', 'DT', 'NNP', 'NN', 'MD', 'RB', 'VB', 'NNS', 'TO', 'VB', 'JJ', 'NN', '.'];['B-per', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Sentence: 76;""" I reckon they 'll talk a little bit about customs and quarantine , a little bit about having consistent security arrangements around the region , "" Harcourt said .";['``', 'PRP', 'VBP', 'PRP', 'MD', 'VB', 'DT', 'JJ', 'NN', 'IN', 'NNS', 'CC', 'NN', ',', 'DT', 'JJ', 'NN', 'IN', 'VBG', 'JJ', 'NN', 'NNS', 'IN', 'DT', 'NN', ',', '``', 'NNP', 'VBD', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'O', 'O']
Sentence: 77;""" And I think they 'll want a one-stop shop in terms of combining security , immigration , customs , and quarantine together  just to make sure it 's more streamlined and provides more certainty . """;['``', 'CC', 'PRP', 'VBP', 'PRP', 'MD', 'VB', 'DT', 'JJ', 'NN', 'IN', 'NNS', 'IN', 'VBG', 'NN', ',', 'NN', ',', 'NNS', ',', 'CC', 'VB', 'RB', ',', 'RB', 'TO', 'VB', 'JJ', 'PRP', 'VBZ', 'JJR', 'JJ', 'CC', 'VBZ', 'JJR', 'NN', '.', '``'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Sentence: 78;ABAC is the only non-governmental body that has an official role and formal dialogue with the leaders of the APEC economies .;['NNP', 'VBZ', 'DT', 'JJ', 'JJ', 'NN', 'WDT', 'VBZ', 'DT', 'JJ', 'NN', 'CC', 'JJ', 'NN', 'IN', 'DT', 'NNS', 'IN', 'DT', 'NNP', 'NNS', '.'];['B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O']
Sentence: 79;It will present its annual report at the APEC leaders meeting on Saturday .;['PRP', 'MD', 'VB', 'PRP$', 'JJ', 'NN', 'IN', 'DT', 'NNP', 'NNS', 'NN', 'IN', 'NNP', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'B-tim', 'O']
Sentence: 80;Sudan 's government says it will order troops to end attacks immediately in Darfur , and is asking rebels to do the same .;['NNP', 'POS', 'NN', 'VBZ', 'PRP', 'MD', 'VB', 'NNS', 'TO', 'VB', 'NNS', 'RB', 'IN', 'NNP', ',', 'CC', 'VBZ', 'VBG', 'NNS', 'TO', 'VB', 'DT', 'NN', '.'];['B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Sentence: 81;Foreign Minister Mustafa Osman Ismail says Sudanese troops will also withdraw to positions held before an April cease-fire , if rebels in the western region agree to stop attacks .;['NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'VBZ', 'JJ', 'NNS', 'MD', 'RB', 'VB', 'TO', 'NNS', 'VBN', 'IN', 'DT', 'NNP', 'NN', ',', 'IN', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'VBP', 'TO', 'VB', 'NNS', '.'];['B-per', 'I-per', 'I-per', 'I-per', 'I-per', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Sentence: 82;Mr. Ismail announced the decision after meeting with officials from the United Nations and African Union in Khartoum Sunday .;['NNP', 'NNP', 'VBD', 'DT', 'NN', 'IN', 'VBG', 'IN', 'NNS', 'IN', 'DT', 'NNP', 'NNPS', 'CC', 'NNP', 'NNP', 'IN', 'NNP', 'NNP', '.'];['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'B-org', 'I-org', 'O', 'B-geo', 'B-tim', 'O']
Sentence: 83;In recent weeks , AU officials say Sudanese troops and rebels have repeatedly violated the April truce .;['IN', 'JJ', 'NNS', ',', 'NNP', 'NNS', 'VBP', 'JJ', 'NNS', 'CC', 'NNS', 'VBP', 'RB', 'VBN', 'DT', 'NNP', 'NN', '.'];['O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O']
Sentence: 84;Saturday , the head of AU forces in Darfur accused Sudanese government helicopters of bombing rebel sites in the South Darfur village of Labado .;['NNP', ',', 'DT', 'NN', 'IN', 'NNP', 'NNS', 'IN', 'NNP', 'VBD', 'JJ', 'NN', 'NNS', 'IN', 'VBG', 'NN', 'NNS', 'IN', 'DT', 'NNP', 'NNP', 'NN', 'IN', 'NNP', '.'];['B-tim', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'B-geo', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'B-geo', 'O']
Sentence: 85;Khartoum says troops were defending their positions from rebel attacks .;['NNP', 'VBZ', 'NNS', 'VBD', 'VBG', 'PRP$', 'NNS', 'IN', 'NN', 'NNS', '.'];['B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Sentence: 86;Aid workers say some relief efforts have been suspended in South Darfur due to recent attacks .;['NN', 'NNS', 'VBP', 'DT', 'NN', 'NNS', 'VBP', 'VBN', 'VBN', 'IN', 'NNP', 'NNP', 'JJ', 'TO', 'JJ', 'NNS', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O']
Sentence: 87;Indonesian police have arrested three men in connection with the October 1 Bali bombings that left 23 people dead .;['JJ', 'NNS', 'VBP', 'VBN', 'CD', 'NNS', 'IN', 'NN', 'IN', 'DT', 'NNP', 'CD', 'NNP', 'NNS', 'WDT', 'VBD', 'CD', 'NNS', 'JJ', '.'];['B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Sentence: 88;Indonesian police said Wednesday the men were flown to Bali from neighboring Java island for questioning at Bali police headquarters .;['JJ', 'NN', 'VBD', 'NNP', 'DT', 'NNS', 'VBD', 'VBN', 'TO', 'NNP', 'IN', 'VBG', 'NNP', 'NN', 'IN', 'VBG', 'IN', 'NNP', 'NN', 'NN', '.'];['B-gpe', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O']
Sentence: 89;Australian and French news agencies say at least one of the men arrested ( Cholily ) was captured during a series of counter-terrorism raids last week in Indonesia .;['JJ', 'CC', 'JJ', 'NN', 'NNS', 'VBP', 'IN', 'JJS', 'CD', 'IN', 'DT', 'NNS', 'VBN', 'LRB', 'NNP', 'RRB', 'VBD', 'VBN', 'IN', 'DT', 'NN', 'IN', 'NN', 'NNS', 'JJ', 'NN', 'IN', 'NNP', '.'];['B-gpe', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']
Sentence: 90;The raids ended with the death of alleged extremist bombmaker Azahari bin Husin .;['DT', 'NNS', 'VBD', 'IN', 'DT', 'NN', 'IN', 'JJ', 'NN', 'NN', 'NNP', 'NNP', 'NNP', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'I-per', 'O']
Sentence: 91;Indonesian authorities blame Azahari bin Husin for orchestrating last month 's attacks in Bali as well as the 2002 Bali bombings that killed more than 200 people .;['JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'NNP', 'IN', 'VBG', 'JJ', 'NN', 'POS', 'NNS', 'IN', 'NNP', 'RB', 'RB', 'IN', 'DT', 'CD', 'NNP', 'NNS', 'WDT', 'VBD', 'JJR', 'IN', 'CD', 'NNS', '.'];['B-gpe', 'O', 'O', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'B-tim', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Sentence: 92;Gunmen have shot and killed a Roman Catholic nun and her bodyguard at the hospital where she worked in Islamist-controlled Mogadishu , Somalia .;['NNS', 'VBP', 'VBN', 'CC', 'VBN', 'DT', 'NNP', 'NNP', 'NN', 'CC', 'PRP$', 'NN', 'IN', 'DT', 'NN', 'WRB', 'PRP', 'VBD', 'IN', 'JJ', 'NNP', ',', 'NNP', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O']
Sentence: 93;Some witnesses to the Sunday shooting said they feared the attack was linked to Muslim anger toward Pope Benedict .;['DT', 'NNS', 'TO', 'DT', 'NNP', 'NN', 'VBD', 'PRP', 'VBD', 'DT', 'NN', 'VBD', 'VBN', 'IN', 'NN', 'NN', 'IN', 'NNP', 'NNP', '.'];['O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O']
Sentence: 94;Two men with pistols attacked the nun , Sister Leonella Sgorbati , after she finished teaching a medical school class at the hospital in southern Mogadishu .;['CD', 'NNS', 'IN', 'NNS', 'VBD', 'DT', 'NN', ',', 'NNP', 'NNP', 'NNP', ',', 'IN', 'PRP', 'VBD', 'VBG', 'DT', 'JJ', 'NN', 'NN', 'IN', 'DT', 'NN', 'IN', 'JJ', 'NNP', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']
Sentence: 95;Officials say one suspect was arrested .;['NNS', 'VBP', 'CD', 'NN', 'VBD', 'VBN', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O']
Sentence: 96;In Rome , a Vatican spokesman deplored the attack and said he hoped it was an isolated event , and not irrationality arising from comments made by the Pope which angered some Muslims .;['IN', 'NNP', ',', 'DT', 'NNP', 'NN', 'VBD', 'DT', 'NN', 'CC', 'VBD', 'PRP', 'VBD', 'PRP', 'VBD', 'DT', 'JJ', 'NN', ',', 'CC', 'RB', 'JJ', 'VBG', 'IN', 'NNS', 'VBN', 'IN', 'DT', 'NN', 'WDT', 'VBD', 'DT', 'NNS', '.'];['O', 'B-geo', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Sentence: 97;Authorities in Mogadishu have not determined a motive for the shooting .;['NNS', 'IN', 'NNP', 'VBP', 'RB', 'VBN', 'DT', 'NN', 'IN', 'DT', 'NN', '.'];['O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Sentence: 98;The pope has said he meant no offense to Muslims when he quoted a 14 century Byzantine emperor as saying some teachings of the Prophet Muhammed brought evil to the world .;['DT', 'NN', 'VBZ', 'VBN', 'PRP', 'VBD', 'DT', 'NN', 'TO', 'NNPS', 'WRB', 'PRP', 'VBD', 'DT', 'CD', 'NN', 'NNP', 'NN', 'IN', 'VBG', 'DT', 'NNS', 'IN', 'DT', 'NNP', 'NNP', 'VBD', 'NN', 'TO', 'DT', 'NN', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O']
Sentence: 99;Pakistani forces have targeted militants in the northwest for a third day , launching airstrikes that they say killed at least nine suspected insurgents .;['JJ', 'NNS', 'VBP', 'VBN', 'NNS', 'IN', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', ',', 'VBG', 'NNS', 'IN', 'PRP', 'VBP', 'VBN', 'IN', 'JJS', 'CD', 'JJ', 'NNS', '.'];['B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Sentence: 100;Helicopter gunships Saturday pounded militant hideouts in the Orakzai tribal region , where many Taliban militants are believed to have fled to avoid an earlier military offensive in nearby South Waziristan .;['NN', 'NNS', 'NNP', 'VBD', 'JJ', 'NNS', 'IN', 'DT', 'NNP', 'JJ', 'NN', ',', 'WRB', 'JJ', 'NNP', 'NNS', 'VBP', 'VBN', 'TO', 'VB', 'VBN', 'TO', 'VB', 'DT', 'JJR', 'JJ', 'NN', 'IN', 'JJ', 'NNP', 'NNP', '.'];['O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O']